"행정구역별(시군구)","성별","연령별","시점","전국","서울","부산","대구","인천","광주","대전","울산","세종시","경기도","강원도","충청북도","충청남도","전라북도","전라남도","경상북도","경상남도","제주특별자치도","기타",
"대구광역시","남자","55~59세","2021 년","14178","35","29","13731","6","X","9","16","X","47","8","14","15","X","6","184","42","8","22",
"대구광역시","남자","60~64세","2020 년","12107","33","23","11660","X","X","9","9","X","44","7","9","7","5","X","157","23","5","109",
"대구광역시","남자","60~64세","2021 년","13631","26","22","13297","10","X","11","11","X","32","7","5","X","X","6","145","27","X","25",
"대구광역시","남자","65~69세","2020 년","8256","19","10","8001","X","X","7","6","X","23","X","X","X","X","X","98","16","X","61",
"대구광역시","남자","65~69세","2021 년","9649","12","7","9481","X","X","X","X","X","17","7","X","X","X","X","82","15","X","11",
"대구광역시","남자","70~74세","2020 년","5310","14","X","5179","X","X","X","X","X","10","X","X","X","X","X","61","6","X","16",
"대구광역시","남자","70~74세","2021 년","5993","9","5","5910","X","X","X","X","X","8","X","X","X","X","X","42","5","X","X",
"대구광역시","남자","75세 이상","2020 년","7449","8","X","7342","X","X","X","X","X","12","X","X","X","X","X","45","7","X","23",
"대구광역시","남자","75세 이상","2021 년","8157","10","X","8052","X","X","X","X","X","10","X","X","X","X","X","47","16","X","7",
"대구광역시","여자","합계","2020 년","163591","666","558","153139","136","73","135","411","35","651","157","159","145","111","94","5055","1223","84","759",
"대구광역시","여자","합계","2021 년","174143","697","519","165383","120","52","147","392","22","619","148","151","142","96","90","4185","1059","98","223",
"대구광역시","여자","20세 미만","2020 년","1538","7","19","1115","8","X","6","30","X","32","17","11","10","7","11","167","79","X","11",
"대구광역시","여자","20세 미만","2021 년","1134","7","21","856","X","X","X","24","X","13","9","10","6","X","X","116","50","7","X",
"대구광역시","여자","20~24세","2020 년","12482","107","118","9579","24","30","30","129","6","92","35","29","36","20","18","1686","391","12","140",
"대구광역시","여자","20~24세","2021 년","12485","124","103","10071","24","17","37","151","5","113","36","34","36","27","29","1299","339","21","19",
"대구광역시","여자","25~29세","2020 년","14248","178","153","11725","42","14","39","120","5","133","40","51","33","28","19","1253","311","20","84",
"대구광역시","여자","25~29세","2021 년","16095","194","158","13947","39","14","41","107","X","118","39","42","32","29","17","1007","276","12","19",
"대구광역시","여자","30~34세","2020 년","8501","70","70","7576","10","7","15","26","X","74","8","19","14","18","11","432","98","16","35",
"대구광역시","여자","30~34세","2021 년","9876","113","67","9032","12","X","19","27","X","65","13","14","14","X","9","373","73","10","25",
"대구광역시","여자","35~39세","2020 년","7243","59","39","6703","8","X","12","14","5","39","X","10","5","12","6","233","62","X","27",
"대구광역시","여자","35~39세","2021 년","7301","49","32","6825","8","X","12","8","X","44","6","5","X","9","7","207","53","X","24",
"대구광역시","여자","40~44세","2020 년","6899","29","16","6499","7","X","7","14","X","34","12","X","8","6","6","162","52","8","32",
"대구광역시","여자","40~44세","2021 년","7398","34","21","7039","X","X","X","8","X","37","5","7","9","5","X","152","43","7","15",
"대구광역시","여자","45~49세","2020 년","8666","32","18","8235","6","X","X","14","X","40","8","5","8","5","X","189","32","6","56",
"대구광역시","여자","45~49세","2021 년","8599","18","30","8250","6","X","X","13","X","38","8","8","9","X","5","152","31","5","17",
"대구광역시","여자","50~54세","2020 년","10369","34","21","9956","X","X","5","12","X","34","X","7","5","X","X","164","31","X","81",
"대구광역시","여자","50~54세","2021 년","11089","33","22","10737","X","X","5","14","X","30","5","9","X","X","X","149","47","5","15",
"대구광역시","여자","55~59세","2020 년","14044","32","23","13571","5","X","5","16","X","41","6","9","7","5","6","179","49","7","75",
"대구광역시","여자","55~59세","2021 년","13821","27","11","13505","6","X","7","13","X","31","X","X","8","X","X","140","32","5","20",
"대구광역시","여자","60~64세","2020 년","17157","31","36","16677","10","X","X","16","X","33","14","6","5","X","5","200","47","X","67",
"대구광역시","여자","60~64세","2021 년","18787","29","14","18392","X","X","X","9","X","37","6","5","9","X","5","199","41","11","19",
"대구광역시","여자","65~69세","2020 년","16237","20","15","15932","X","X","X","7","X","26","5","X","5","X","X","128","26","X","58",
"대구광역시","여자","65~69세","2021 년","17987","17","20","17707","X","X","5","7","X","33","6","X","X","X","X","134","25","7","17",
"대구광역시","여자","70~74세","2020 년","14258","23","12","14058","X","X","5","X","X","17","X","X","X","X","X","92","14","X","22",
"대구광역시","여자","70~74세","2021 년","15700","19","7","15514","X","X","X","X","X","21","X","5","X","X","X","82","19","X","9",
"대구광역시","여자","75세 이상","2020 년","31949","44","18","31513","9","X","X","10","X","56","X","6","7","X","X","170","31","X","71",
"대구광역시","여자","75세 이상","2021 년","33871","33","13","33508","8","X","X","8","X","39","9","6","5","X","X","175","30","X","23",
"인천광역시","계","합계","2020 년","324841","8399","851","660","291431","679","696","315","170","11643","1026","855","1592","970","903","1017","978","336","2320",
"인천광역시","계","합계","2021 년","355657","9831","874","692","320141","661","720","339","158","13741","1059","877","1513","927","844","977","939","309","1055",
"인천광역시","계","20세 미만","2020 년","2510","72","32","35","1627","40","47","28","11","121","66","33","52","62","73","60","48","11","92",
"인천광역시","계","20세 미만","2021 년","2040","59","26","27","1488","14","18","10","6","116","36","25","28","26","27","34","31","6","63",
"인천광역시","계","20~24세","2020 년","17208","904","152","135","12394","170","152","69","29","1314","185","182","349","188","220","254","218","59","234",
"인천광역시","계","20~24세","2021 년","18002","939","129","145","13218","184","163","83","29","1429","218","201","288","225","192","253","208","47","51",
"인천광역시","계","25~29세","2020 년","34268","2107","248","205","26290","184","212","85","36","2672","282","243","399","217","233","263","283","82","227",
"인천광역시","계","25~29세","2021 년","39351","2434","296","243","30496","215","229","115","33","3225","260","256","363","265","212","241","266","68","134",
"인천광역시","계","30~34세","2020 년","28844","1412","116","96","24122","74","93","49","17","1775","108","87","179","108","86","141","144","44","193",
"인천광역시","계","30~34세","2021 년","34119","1839","132","83","28510","65","95","43","13","2267","113","127","198","98","112","122","130","42","130",
"인천광역시","계","35~39세","2020 년","25483","955","71","43","22454","50","37","18","16","1176","70","49","99","82","43","69","77","29","145",
"인천광역시","계","35~39세","2021 년","26996","1072","57","45","23696","39","43","22","14","1373","91","60","99","55","56","67","58","26","123",
"인천광역시","계","40~44세","2020 년","23655","611","69","44","21366","45","24","19","10","896","65","40","87","60","46","48","40","28","157",
"인천광역시","계","40~44세","2021 년","26065","747","59","36","23535","32","38","13","13","1068","64","44","97","44","42","49","64","24","96",
"인천광역시","계","45~49세","2020 년","26709","530","51","31","24513","29","34","15","12","842","49","44","70","86","46","45","38","19","255",
"인천광역시","계","45~49세","2021 년","27001","606","44","29","24840","31","29","23","10","917","40","32","80","57","43","55","55","24","86",
"인천광역시","계","50~54세","2020 년","27592","443","30","27","25624","29","26","10","9","776","49","45","85","43","50","43","29","22","252",
"인천광역시","계","50~54세","2021 년","29864","519","33","30","27906","16","26","6","15","881","55","31","85","39","36","40","45","18","83",
"인천광역시","계","55~59세","2020 년","30473","404","25","15","28767","18","28","9","X","646","46","40","86","37","31","26","32","17","243",
"인천광역시","계","55~59세","2021 년","31584","421","30","16","29924","22","26","8","8","725","61","30","92","35","40","30","26","16","74",
"인천광역시","계","60~64세","2020 년","31801","358","19","12","30248","20","14","7","14","593","52","42","80","39","36","30","32","12","193",
"인천광역시","계","60~64세","2021 년","35785","441","32","14","34221","14","18","9","7","701","54","23","60","23","28","35","15","22","68",
"인천광역시","계","65~69세","2020 년","22911","238","16","9","21988","8","12","X","6","320","25","24","37","17","10","19","20","7","151",
"인천광역시","계","65~69세","2021 년","27344","310","14","X","26311","17","17","X","X","435","30","16","37","19","17","19","20","6","67",
"인천광역시","계","70~74세","2020 년","18468","152","6","X","17949","X","X","X","X","209","10","8","18","7","8","X","8","X","75",
"인천광역시","계","70~74세","2021 년","19652","180","9","10","19060","7","7","X","X","235","15","16","29","7","8","13","12","X","36",
"인천광역시","계","75세 이상","2020 년","34919","213","16","X","34089","9","16","X","5","303","19","18","51","24","21","15","9","X","103",
"인천광역시","계","75세 이상","2021 년","37854","264","13","10","36936","5","11","X","5","369","22","16","57","34","31","19","9","6","44",
"인천광역시","남자","합계","2020 년","168675","4846","482","390","149027","369","424","200","95","7053","566","488","905","593","522","583","610","205","1317",
"인천광역시","남자","합계","2021 년","185694","5568","522","429","164595","381","429","213","89","8293","611","545","931","529","549","597","603","177","633",
"인천광역시","남자","20세 미만","2020 년","1132","27","13","16","705","26","28","13","X","56","38","17","25","25","36","33","16","9","45",
"인천광역시","남자","20세 미만","2021 년","946","21","10","13","696","10","8","6","X","48","14","13","14","9","15","19","14","5","30",
