"행정구역별","성별","연령별","시점","1인가구","미혼","배우자 있음","사별","이혼",
"통영시","여자","20~24","2015년","209","209","","","",
"통영시","여자","25~29","2015년","394","386","8","","",
"통영시","여자","30~34","2015년","326","292","29","","5",
"통영시","여자","35~39","2015년","306","248","6","","52",
"통영시","여자","40~44","2015년","377","170","66","13","128",
"통영시","여자","45~49","2015년","540","76","65","76","323",
"통영시","여자","50~54","2015년","714","49","114","157","394",
"통영시","여자","55~59","2015년","914","62","144","371","337",
"통영시","여자","60~64","2015년","878","49","75","590","164",
"통영시","여자","65~69","2015년","903","17","59","755","72",
"통영시","여자","70~74","2015년","1322","2","26","1228","66",
"통영시","여자","75~79","2015년","1082","10","35","1010","27",
"통영시","여자","80~84","2015년","823","6","3","781","33",
"통영시","여자","85세 이상","2015년","483","13","2","468","",
"사천시","계","합계","2015년","12926","2761","1753","6242","2170",
"사천시","계","20세 미만","2015년","5","5","","","",
"사천시","계","20~24","2015년","167","159","8","","",
"사천시","계","25~29","2015년","454","411","35","","8",
"사천시","계","30~34","2015년","655","558","64","","33",
"사천시","계","35~39","2015년","558","404","115","","39",
"사천시","계","40~44","2015년","739","385","205","16","133",
"사천시","계","45~49","2015년","899","314","239","32","314",
"사천시","계","50~54","2015년","1202","232","369","179","422",
"사천시","계","55~59","2015년","1372","137","320","392","523",
"사천시","계","60~64","2015년","1103","47","169","534","353",
"사천시","계","65~69","2015년","1170","57","79","853","181",
"사천시","계","70~74","2015년","1358","32","65","1150","111",
"사천시","계","75~79","2015년","1510","12","45","1408","45",
"사천시","계","80~84","2015년","1081","8","38","1027","8",
"사천시","계","85세 이상","2015년","653","","2","651","",
"사천시","남자","합계","2015년","4658","1944","1125","552","1037",
"사천시","남자","20세 미만","2015년","5","5","","","",
"사천시","남자","20~24","2015년","98","98","","","",
"사천시","남자","25~29","2015년","305","287","18","","",
"사천시","남자","30~34","2015년","492","434","40","","18",
"사천시","남자","35~39","2015년","391","305","68","","18",
"사천시","남자","40~44","2015년","463","252","150","","61",
"사천시","남자","45~49","2015년","511","217","159","","135",
"사천시","남자","50~54","2015년","615","173","250","27","165",
"사천시","남자","55~59","2015년","575","94","205","56","220",
"사천시","남자","60~64","2015년","367","35","105","37","190",
