"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"세종특별자치시","남자","60~64","미혼","2020년","117","50","","43","","18","6","",
"세종특별자치시","남자","60~64","배우자 있음","2020년","466","286","","27","8","131","14","",
"세종특별자치시","남자","60~64","사별","2020년","100","11","","13","","11","65","",
"세종특별자치시","남자","60~64","이혼","2020년","350","74","","181","3","69","23","",
"세종특별자치시","남자","65~69","합계","2020년","655","184","","160","11","220","71","9",
"세종특별자치시","남자","65~69","미혼","2020년","81","14","","22","8","21","16","",
"세종특별자치시","남자","65~69","배우자 있음","2020년","335","139","","44","3","149","","",
"세종특별자치시","남자","65~69","사별","2020년","77","8","","9","","12","48","",
"세종특별자치시","남자","65~69","이혼","2020년","162","23","","85","","38","7","9",
"세종특별자치시","남자","70~74","합계","2020년","400","55","","123","6","158","58","",
"세종특별자치시","남자","70~74","미혼","2020년","10","","","3","","3","4","",
"세종특별자치시","남자","70~74","배우자 있음","2020년","142","48","","21","6","67","","",
"세종특별자치시","남자","70~74","사별","2020년","113","","","17","","42","54","",
"세종특별자치시","남자","70~74","이혼","2020년","135","7","","82","","46","","",
"세종특별자치시","남자","75~79","합계","2020년","287","35","","43","25","100","84","",
"세종특별자치시","남자","75~79","미혼","2020년","25","11","","","9","5","","",
"세종특별자치시","남자","75~79","배우자 있음","2020년","106","17","","12","13","64","","",
"세종특별자치시","남자","75~79","사별","2020년","119","","","7","3","25","84","",
"세종특별자치시","남자","75~79","이혼","2020년","37","7","","24","","6","","",
"세종특별자치시","남자","80~84","합계","2020년","169","","","","5","65","99","",
"세종특별자치시","남자","80~84","배우자 있음","2020년","45","","","","1","36","8","",
"세종특별자치시","남자","80~84","사별","2020년","116","","","","4","21","91","",
"세종특별자치시","남자","80~84","이혼","2020년","8","","","","","8","","",
"세종특별자치시","남자","85세 이상","합계","2020년","134","","","","","47","87","",
"세종특별자치시","남자","85세 이상","배우자 있음","2020년","18","","","","","18","","",
"세종특별자치시","남자","85세 이상","사별","2020년","116","","","","","29","87","",
"세종특별자치시","여자","합계","합계","2020년","20853","8509","2878","3695","91","3377","2251","52",
"세종특별자치시","여자","합계","미혼","2020년","12035","6500","2878","2074","14","368","180","21",
"세종특별자치시","여자","합계","배우자 있음","2020년","2997","1344","","372","33","1167","58","23",
"세종특별자치시","여자","합계","사별","2020년","3739","145","","243","25","1376","1942","8",
"세종특별자치시","여자","합계","이혼","2020년","2082","520","","1006","19","466","71","",
"세종특별자치시","여자","20세 미만","합계","2020년","661","78","575","","","8","","",
"세종특별자치시","여자","20세 미만","미혼","2020년","661","78","575","","","8","","",
"세종특별자치시","여자","20~24","합계","2020년","3584","1036","2106","323","","102","17","",
"세종특별자치시","여자","20~24","미혼","2020년","3584","1036","2106","323","","102","17","",
"세종특별자치시","여자","25~29","합계","2020년","2935","2239","191","383","","101","21","",
"세종특별자치시","여자","25~29","미혼","2020년","2869","2194","191","374","","89","21","",
"세종특별자치시","여자","25~29","배우자 있음","2020년","51","39","","","","12","","",
"세종특별자치시","여자","25~29","이혼","2020년","15","6","","9","","","","",
"세종특별자치시","여자","30~34","합계","2020년","1989","1488","6","341","","109","41","4",
"세종특별자치시","여자","30~34","미혼","2020년","1669","1292","6","296","","48","23","4",
"세종특별자치시","여자","30~34","배우자 있음","2020년","294","188","","31","","61","14","",
"세종특별자치시","여자","30~34","이혼","2020년","26","8","","14","","","4","",
"세종특별자치시","여자","35~39","합계","2020년","1429","901","","395","","129","","4",
"세종특별자치시","여자","35~39","미혼","2020년","1049","697","","317","","35","","",
"세종특별자치시","여자","35~39","배우자 있음","2020년","235","133","","4","","94","","4",
"세종특별자치시","여자","35~39","사별","2020년","5","5","","","","","","",
"세종특별자치시","여자","35~39","이혼","2020년","140","66","","74","","","","",
"세종특별자치시","여자","40~44","합계","2020년","1231","710","","371","14","122","14","",
"세종특별자치시","여자","40~44","미혼","2020년","858","537","","283","7","17","14","",
"세종특별자치시","여자","40~44","배우자 있음","2020년","256","119","","29","7","101","","",
"세종특별자치시","여자","40~44","이혼","2020년","117","54","","59","","4","","",
"세종특별자치시","여자","45~49","합계","2020년","1272","681","","355","5","185","37","9",
"세종특별자치시","여자","45~49","미혼","2020년","603","316","","221","","27","30","9",
"세종특별자치시","여자","45~49","배우자 있음","2020년","396","239","","24","","126","7","",
"세종특별자치시","여자","45~49","사별","2020년","7","","","","","7","","",
"세종특별자치시","여자","45~49","이혼","2020년","266","126","","110","5","25","","",
"세종특별자치시","여자","50~54","합계","2020년","1251","511","","392","11","283","43","11",
"세종특별자치시","여자","50~54","미혼","2020년","329","169","","119","","22","11","8",
"세종특별자치시","여자","50~54","배우자 있음","2020년","465","212","","60","5","178","7","3",
"세종특별자치시","여자","50~54","사별","2020년","70","27","","13","","8","22","",
"세종특별자치시","여자","50~54","이혼","2020년","387","103","","200","6","75","3","",
"세종특별자치시","여자","55~59","합계","2020년","1218","424","","303","4","377","109","1",
"세종특별자치시","여자","55~59","미혼","2020년","192","93","","85","","12","2","",
"세종특별자치시","여자","55~59","배우자 있음","2020년","484","215","","42","4","214","8","1",
"세종특별자치시","여자","55~59","사별","2020년","178","23","","9","","65","81","",
"세종특별자치시","여자","55~59","이혼","2020년","364","93","","167","","86","18","",
"세종특별자치시","여자","60~64","합계","2020년","1288","277","","392","","423","196","",
"세종특별자치시","여자","60~64","미혼","2020년","138","71","","34","","","33","",
"세종특별자치시","여자","60~64","배우자 있음","2020년","410","135","","95","","173","7","",
"세종특별자치시","여자","60~64","사별","2020년","371","28","","76","","115","152","",
"세종특별자치시","여자","60~64","이혼","2020년","369","43","","187","","135","4","",
"세종특별자치시","여자","65~69","합계","2020년","1031","76","","191","14","369","375","6",
"세종특별자치시","여자","65~69","미혼","2020년","44","9","","12","","3","20","",
"세종특별자치시","여자","65~69","배우자 있음","2020년","222","45","","49","9","113","","6",
"세종특별자치시","여자","65~69","사별","2020년","565","16","","40","","172","337","",
"세종특별자치시","여자","65~69","이혼","2020년","200","6","","90","5","81","18","",
"세종특별자치시","여자","70~74","합계","2020년","874","47","","166","10","324","319","8",
"세종특별자치시","여자","70~74","미혼","2020년","15","3","","10","","2","","",
"세종특별자치시","여자","70~74","배우자 있음","2020년","98","7","","24","4","55","8","",
"세종특별자치시","여자","70~74","사별","2020년","640","27","","57","6","242","300","8",
"세종특별자치시","여자","70~74","이혼","2020년","121","10","","75","","25","11","",
"세종특별자치시","여자","75~79","합계","2020년","830","41","","83","9","256","432","9",
"세종특별자치시","여자","75~79","미혼","2020년","10","5","","","","3","2","",
"세종특별자치시","여자","75~79","배우자 있음","2020년","60","12","","14","4","19","2","9",
"세종특별자치시","여자","75~79","사별","2020년","710","19","","48","2","219","422","",
"세종특별자치시","여자","75~79","이혼","2020년","50","5","","21","3","15","6","",
"세종특별자치시","여자","80~84","합계","2020년","722","","","","14","295","413","",
"세종특별자치시","여자","80~84","미혼","2020년","14","","","","7","","7","",
"세종특별자치시","여자","80~84","배우자 있음","2020년","14","","","","","13","1","",
"세종특별자치시","여자","80~84","사별","2020년","677","","","","7","265","405","",
"세종특별자치시","여자","80~84","이혼","2020년","17","","","","","17","","",
"세종특별자치시","여자","85세 이상","합계","2020년","538","","","","10","294","234","",
"세종특별자치시","여자","85세 이상","배우자 있음","2020년","12","","","","","8","4","",
"세종특별자치시","여자","85세 이상","사별","2020년","516","","","","10","283","223","",
"세종특별자치시","여자","85세 이상","이혼","2020년","10","","","","","3","7","",
"경기도","계","합계","합계","2020년","1406010","531954","35141","409826","20245","228383","171131","9330",
"경기도","계","합계","미혼","2020년","731775","377610","35043","249151","5609","35010","23859","5493",
"경기도","계","합계","배우자 있음","2020년","187869","91405","89","23966","4482","60836","4697","2394",
