"행정구역별","성별","연령별","시점","1인가구","초등학교","중학교","고등학교","대학(4년제미만)","대학교(4년제이상)","대학원","안받았음(미취학 포함)",
"마산회원구","남자","80~84","2015년","113","50","6","19","","14","7","17",
"마산회원구","남자","85세 이상","2015년","59","34","11","3","","","","11",
"마산회원구","여자","합계","2015년","11189","2853","2004","3016","878","759","170","1509",
"마산회원구","여자","20세 미만","2015년","61","","","31","24","6","","",
"마산회원구","여자","20~24","2015년","290","","","62","141","87","","",
"마산회원구","여자","25~29","2015년","393","","","90","135","146","22","",
"마산회원구","여자","30~34","2015년","357","","5","106","127","102","17","",
"마산회원구","여자","35~39","2015년","451","","23","175","167","75","11","",
"마산회원구","여자","40~44","2015년","405","","9","246","98","47","5","",
"마산회원구","여자","45~49","2015년","606","","43","403","41","86","33","",
"마산회원구","여자","50~54","2015년","997","74","166","550","78","64","47","18",
"마산회원구","여자","55~59","2015년","1504","249","521","587","36","66","24","21",
"마산회원구","여자","60~64","2015년","1467","443","529","363","15","40","","77",
"마산회원구","여자","65~69","2015년","1307","555","339","246","5","19","5","138",
"마산회원구","여자","70~74","2015년","1231","524","223","72","","21","6","385",
"마산회원구","여자","75~79","2015년","1164","588","92","67","11","","","406",
"마산회원구","여자","80~84","2015년","628","287","42","10","","","","289",
"마산회원구","여자","85세 이상","2015년","328","133","12","8","","","","175",
"진해구","계","합계","2015년","17985","2773","2453","6372","2163","2742","413","1069",
"진해구","계","20세 미만","2015년","120","","3","95","","22","","",
"진해구","계","20~24","2015년","410","","","172","148","83","7","",
"진해구","계","25~29","2015년","1330","","7","403","387","513","20","",
"진해구","계","30~34","2015년","1900","","22","574","533","702","69","",
"진해구","계","35~39","2015년","1517","","20","676","398","364","59","",
"진해구","계","40~44","2015년","1404","","52","737","260","314","41","",
"진해구","계","45~49","2015년","1431","9","123","840","126","278","55","",
"진해구","계","50~54","2015년","1525","117","240","806","114","162","80","6",
"진해구","계","55~59","2015년","1875","312","481","818","87","129","48","",
"진해구","계","60~64","2015년","1557","340","522","519","54","79","28","15",
"진해구","계","65~69","2015년","1252","359","357","366","22","68","6","74",
"진해구","계","70~74","2015년","1165","490","290","120","30","8","","227",
"진해구","계","75~79","2015년","1254","618","173","160","4","10","","289",
"진해구","계","80~84","2015년","882","414","139","66","","8","","255",
"진해구","계","85세 이상","2015년","363","114","24","20","","2","","203",
"진해구","남자","합계","2015년","8714","517","845","3657","1499","1898","203","95",
"진해구","남자","20세 미만","2015년","77","","3","58","","16","","",
"진해구","남자","20~24","2015년","250","","","112","74","57","7","",
"진해구","남자","25~29","2015년","822","","","247","261","314","","",
"진해구","남자","30~34","2015년","1361","","15","395","419","476","56","",
"진해구","남자","35~39","2015년","1080","","13","454","294","286","33","",
"진해구","남자","40~44","2015년","1005","","47","515","183","243","17","",
"진해구","남자","45~49","2015년","827","6","63","481","96","153","28","",
"진해구","남자","50~54","2015년","845","52","120","461","61","110","41","",
"진해구","남자","55~59","2015년","828","121","170","366","44","112","15","",
"진해구","남자","60~64","2015년","632","99","183","242","48","50","6","4",
"진해구","남자","65~69","2015년","398","59","88","162","9","53","","27",
"진해구","남자","70~74","2015년","249","82","70","61","6","8","","22",
"진해구","남자","75~79","2015년","176","42","23","69","4","10","","28",
"진해구","남자","80~84","2015년","112","33","31","30","","8","","10",
"진해구","남자","85세 이상","2015년","52","23","19","4","","2","","4",
"진해구","여자","합계","2015년","9271","2256","1608","2715","664","844","210","974",
"진해구","여자","20세 미만","2015년","43","","","37","","6","","",
"진해구","여자","20~24","2015년","160","","","60","74","26","","",
"진해구","여자","25~29","2015년","508","","7","156","126","199","20","",
"진해구","여자","30~34","2015년","539","","7","179","114","226","13","",
"진해구","여자","35~39","2015년","437","","7","222","104","78","26","",
"진해구","여자","40~44","2015년","399","","5","222","77","71","24","",
"진해구","여자","45~49","2015년","604","3","60","359","30","125","27","",
"진해구","여자","50~54","2015년","680","65","120","345","53","52","39","6",
"진해구","여자","55~59","2015년","1047","191","311","452","43","17","33","",
"진해구","여자","60~64","2015년","925","241","339","277","6","29","22","11",
"진해구","여자","65~69","2015년","854","300","269","204","13","15","6","47",
"진해구","여자","70~74","2015년","916","408","220","59","24","","","205",
"진해구","여자","75~79","2015년","1078","576","150","91","","","","261",
"진해구","여자","80~84","2015년","770","381","108","36","","","","245",
"진해구","여자","85세 이상","2015년","311","91","5","16","","","","199",
"의령군","계","합계","2015년","4745","1506","324","536","92","238","39","2010",
"의령군","계","20~24","2015년","23","","","8","3","9","3","",
"의령군","계","25~29","2015년","40","","","7","9","23","1","",
"의령군","계","30~34","2015년","59","","1","23","15","18","2","",
"의령군","계","35~39","2015년","55","","1","12","7","30","5","",
"의령군","계","40~44","2015년","102","1","2","48","16","33","2","",
"의령군","계","45~49","2015년","103","14","19","44","13","12","1","",
"의령군","계","50~54","2015년","215","28","38","91","7","41","10","",
"의령군","계","55~59","2015년","301","75","44","131","15","28","7","1",
"의령군","계","60~64","2015년","332","146","80","60","2","20","3","21",
"의령군","계","65~69","2015년","451","243","64","50","1","10","3","80",
"의령군","계","70~74","2015년","715","307","31","28","1","6","1","341",
"의령군","계","75~79","2015년","1043","368","29","20","","4","1","621",
"의령군","계","80~84","2015년","845","237","12","7","3","1","","585",
"의령군","계","85세 이상","2015년","461","87","3","7","","3","","361",
"의령군","남자","합계","2015년","1094","274","139","349","68","161","20","83",
"의령군","남자","20~24","2015년","8","","","8","","","","",
"의령군","남자","25~29","2015년","25","","","7","6","12","","",
"의령군","남자","30~34","2015년","51","","1","20","15","13","2","",
"의령군","남자","35~39","2015년","42","","1","7","7","27","","",
"의령군","남자","40~44","2015년","81","1","2","37","13","28","","",
"의령군","남자","45~49","2015년","71","6","7","39","9","9","1","",
"의령군","남자","50~54","2015년","96","5","16","45","5","21","4","",
"의령군","남자","55~59","2015년","133","28","12","66","7","12","7","1",
"의령군","남자","60~64","2015년","129","34","30","41","2","19","3","",
"의령군","남자","65~69","2015년","113","28","28","42","1","9","1","4",
"의령군","남자","70~74","2015년","99","41","20","13","","5","1","19",
"의령군","남자","75~79","2015년","112","68","10","16","","4","1","13",
"의령군","남자","80~84","2015년","83","36","10","7","3","1","","26",
"의령군","남자","85세 이상","2015년","51","27","2","1","","1","","20",
"의령군","여자","합계","2015년","3651","1232","185","187","24","77","19","1927",
"의령군","여자","20~24","2015년","15","","","","3","9","3","",
"의령군","여자","25~29","2015년","15","","","","3","11","1","",
"의령군","여자","30~34","2015년","8","","","3","","5","","",
"의령군","여자","35~39","2015년","13","","","5","","3","5","",
"의령군","여자","40~44","2015년","21","","","11","3","5","2","",
"의령군","여자","45~49","2015년","32","8","12","5","4","3","","",
"의령군","여자","50~54","2015년","119","23","22","46","2","20","6","",
"의령군","여자","55~59","2015년","168","47","32","65","8","16","","",
"의령군","여자","60~64","2015년","203","112","50","19","","1","","21",
"의령군","여자","65~69","2015년","338","215","36","8","","1","2","76",
"의령군","여자","70~74","2015년","616","266","11","15","1","1","","322",
"의령군","여자","75~79","2015년","931","300","19","4","","","","608",
"의령군","여자","80~84","2015년","762","201","2","","","","","559",
"의령군","여자","85세 이상","2015년","410","60","1","6","","2","","341",
"함안군","계","합계","2015년","7953","2205","928","1516","392","600","75","2237",
"함안군","계","20세 미만","2015년","19","","","19","","","","",
"함안군","계","20~24","2015년","35","","","30","","5","","",
"함안군","계","25~29","2015년","91","","","16","26","49","","",
"함안군","계","30~34","2015년","188","","","27","33","97","31","",
"함안군","계","35~39","2015년","239","","2","123","50","64","","",
"함안군","계","40~44","2015년","352","4","10","175","69","84","10","",
"함안군","계","45~49","2015년","360","10","15","189","99","42","5","",
"함안군","계","50~54","2015년","546","25","93","287","37","101","3","",
"함안군","계","55~59","2015년","687","117","196","277","35","55","3","4",
"함안군","계","60~64","2015년","761","265","239","154","16","49","5","33",
"함안군","계","65~69","2015년","672","297","115","84","19","26","8","123",
"함안군","계","70~74","2015년","1121","471","115","47","8","15","7","458",
"함안군","계","75~79","2015년","1351","545","74","55","","10","3","664",
"함안군","계","80~84","2015년","974","364","41","15","","2","","552",
"함안군","계","85세 이상","2015년","557","107","28","18","","1","","403",
"함안군","남자","합계","2015년","2663","391","421","955","279","450","47","120",
"함안군","남자","20세 미만","2015년","10","","","10","","","","",
"함안군","남자","20~24","2015년","15","","","10","","5","","",
