"행정구역별(시군구)","성별","연령","시점","1인가구","주택_계","주택_단독주택","주택_아파트","주택_연립주택","주택_다세대 주택","주택_비거주용건물내 주택","주택이외의 거처_계",
"전라북도","남자","65~69","2019 년","7115","6800","4146","2336","115","85","118","315",
"전라북도","남자","65~69","2020 년","7851","7485","4456","2653","141","113","122","366",
"전라북도","남자","65~69","2021 년","9187","8751","5190","3156","144","125","136","436",
"전라북도","남자","70~74","2015 년","3883","3791","2593","1041","61","34","62","92",
"전라북도","남자","70~74","2016 년","4195","4073","2734","1163","80","41","55","122",
"전라북도","남자","70~74","2017 년","4302","4174","2728","1241","93","48","64","128",
"전라북도","남자","70~74","2018 년","4734","4559","2921","1415","101","55","67","175",
"전라북도","남자","70~74","2019 년","5213","5016","3098","1681","107","53","77","197",
"전라북도","남자","70~74","2020 년","5887","5674","3394","2012","114","70","84","213",
"전라북도","남자","70~74","2021 년","6568","6322","3701","2318","140","76","87","246",
"전라북도","남자","75~79","2015 년","3283","3213","2339","751","50","28","45","70",
"전라북도","남자","75~79","2016 년","3505","3426","2464","842","52","27","41","79",
"전라북도","남자","75~79","2017 년","3829","3750","2617","984","69","36","44","79",
"전라북도","남자","75~79","2018 년","3885","3809","2590","1073","67","33","46","76",
"전라북도","남자","75~79","2019 년","3822","3744","2503","1108","55","36","42","78",
"전라북도","남자","75~79","2020 년","3779","3689","2352","1182","72","40","43","90",
"전라북도","남자","75~79","2021 년","4112","4002","2458","1383","69","46","46","110",
"전라북도","남자","80~84","2015 년","2227","2188","1626","509","16","11","26","39",
"전라북도","남자","80~84","2016 년","2440","2406","1775","563","24","16","28","34",
"전라북도","남자","80~84","2017 년","2652","2612","1875","650","41","18","28","40",
"전라북도","남자","80~84","2018 년","2741","2690","1911","689","48","18","24","51",
"전라북도","남자","80~84","2019 년","2867","2820","1927","791","59","15","28","47",
"전라북도","남자","80~84","2020 년","2877","2816","1884","825","59","19","29","61",
"전라북도","남자","80~84","2021 년","3087","3016","1967","922","64","32","31","71",
"전라북도","남자","85세 이상","2015 년","1245","1221","916","262","24","9","10","24",
"전라북도","남자","85세 이상","2016 년","1332","1311","979","285","20","11","16","21",
"전라북도","남자","85세 이상","2017 년","1466","1447","1060","350","18","6","13","19",
"전라북도","남자","85세 이상","2018 년","1651","1628","1177","402","23","9","17","23",
"전라북도","남자","85세 이상","2019 년","1869","1843","1336","455","26","7","19","26",
"전라북도","남자","85세 이상","2020 년","2074","2047","1380","601","30","10","26","27",
"전라북도","남자","85세 이상","2021 년","2418","2385","1587","729","34","12","23","33",
"전라북도","여자","합계","2015 년","113793","110880","69667","36220","1840","1760","1393","2913",
"전라북도","여자","합계","2016 년","118141","114999","71752","38054","1955","1873","1365","3142",
"전라북도","여자","합계","2017 년","120505","117447","72265","39784","2016","1918","1464","3058",
"전라북도","여자","합계","2018 년","123066","119770","72196","42155","2153","1920","1346","3296",
"전라북도","여자","합계","2019 년","125808","122648","71630","45439","2256","1915","1408","3160",
"전라북도","여자","합계","2020 년","133505","129933","74138","49776","2516","2092","1411","3572",
"전라북도","여자","합계","2021 년","143384","139317","77289","55226","2768","2523","1511","4067",
"전라북도","여자","20세 미만","2015 년","1302","1267","1010","197","17","18","25","35",
"전라북도","여자","20세 미만","2016 년","1642","1609","1368","189","11","14","27","33",
"전라북도","여자","20세 미만","2017 년","1523","1474","1154","242","10","28","40","49",
"전라북도","여자","20세 미만","2018 년","1407","1351","1059","232","5","24","31","56",
"전라북도","여자","20세 미만","2019 년","1468","1451","1163","221","7","21","39","17",
"전라북도","여자","20세 미만","2020 년","1696","1670","1414","193","6","26","31","26",
"전라북도","여자","20세 미만","2021 년","1648","1615","1289","238","18","43","27","33",
"전라북도","여자","20~24","2015 년","7064","6870","5632","853","74","186","125","194",
"전라북도","여자","20~24","2016 년","8027","7847","6601","841","66","203","136","180",
"전라북도","여자","20~24","2017 년","8190","8022","6654","926","60","232","150","168",
"전라북도","여자","20~24","2018 년","8471","8315","6873","1019","50","233","140","156",
"전라북도","여자","20~24","2019 년","8722","8544","7042","1078","55","227","142","178",
"전라북도","여자","20~24","2020 년","10503","10255","8431","1229","109","302","184","248",
"전라북도","여자","20~24","2021 년","10542","10247","8005","1492","126","459","165","295",
"전라북도","여자","25~29","2015 년","5635","5395","3687","1366","85","182","75","240",
"전라북도","여자","25~29","2016 년","5718","5461","3757","1339","77","198","90","257",
"전라북도","여자","25~29","2017 년","5987","5720","3931","1412","69","204","104","267",
"전라북도","여자","25~29","2018 년","6427","6165","4221","1564","85","217","78","262",
"전라북도","여자","25~29","2019 년","7157","6893","4661","1842","93","213","84","264",
"전라북도","여자","25~29","2020 년","8539","8152","5345","2346","128","242","91","387",
"전라북도","여자","25~29","2021 년","9817","9273","5909","2806","142","310","106","544",
"전라북도","여자","30~34","2015 년","5074","4899","2774","1862","70","135","58","175",
"전라북도","여자","30~34","2016 년","4972","4763","2737","1740","73","152","61","209",
"전라북도","여자","30~34","2017 년","4653","4429","2631","1549","68","127","54","224",
"전라북도","여자","30~34","2018 년","4602","4361","2562","1553","72","116","58","241",
"전라북도","여자","30~34","2019 년","4726","4507","2552","1691","75","123","66","219",
"전라북도","여자","30~34","2020 년","5325","5070","2729","2081","81","124","55","255",
"전라북도","여자","30~34","2021 년","6283","5891","3152","2410","101","159","69","392",
"전라북도","여자","35~39","2015 년","4178","4040","1944","1872","61","96","67","138",
"전라북도","여자","35~39","2016 년","4105","3947","1935","1791","64","97","60","158",
"전라북도","여자","35~39","2017 년","4230","4047","2019","1806","61","101","60","183",
"전라북도","여자","35~39","2018 년","4188","3990","1987","1767","77","105","54","198",
"전라북도","여자","35~39","2019 년","4188","3989","1907","1873","70","88","51","199",
"전라북도","여자","35~39","2020 년","4347","4118","1865","2035","87","83","48","229",
"전라북도","여자","35~39","2021 년","4740","4512","2055","2225","73","98","61","228",
"전라북도","여자","40~44","2015 년","4571","4385","1958","2191","48","106","82","186",
"전라북도","여자","40~44","2016 년","4474","4296","1962","2101","60","115","58","178",
"전라북도","여자","40~44","2017 년","4450","4265","1958","2069","60","106","72","185",
"전라북도","여자","40~44","2018 년","4317","4115","1855","2064","60","91","45","202",
"전라북도","여자","40~44","2019 년","4141","3981","1717","2074","59","83","48","160",
"전라북도","여자","40~44","2020 년","4342","4181","1796","2186","63","94","42","161",
"전라북도","여자","40~44","2021 년","4687","4473","1864","2375","102","87","45","214",
"전라북도","여자","45~49","2015 년","5235","5025","2175","2565","90","105","90","210",
"전라북도","여자","45~49","2016 년","5520","5303","2307","2719","90","117","70","217",
"전라북도","여자","45~49","2017 년","5646","5414","2314","2796","93","123","88","232",
"전라북도","여자","45~49","2018 년","5763","5519","2348","2894","85","112","80","244",
"전라북도","여자","45~49","2019 년","5697","5457","2134","3057","90","113","63","240",
"전라북도","여자","45~49","2020 년","5673","5425","2054","3090","100","122","59","248",
"전라북도","여자","45~49","2021 년","5880","5639","2178","3181","107","116","57","241",
"전라북도","여자","50~54","2015 년","6797","6531","2970","3192","115","122","132","266",
"전라북도","여자","50~54","2016 년","6715","6436","2771","3284","123","134","124","279",
"전라북도","여자","50~54","2017 년","6656","6384","2697","3296","140","134","117","272",
"전라북도","여자","50~54","2018 년","6831","6512","2681","3448","141","135","107","319",
"전라북도","여자","50~54","2019 년","7015","6731","2660","3682","147","127","115","284",
"전라북도","여자","50~54","2020 년","7321","6988","2643","3926","171","143","105","333",
"전라북도","여자","50~54","2021 년","7911","7594","2765","4374","171","157","127","317",
"전라북도","여자","55~59","2015 년","8702","8366","3825","4053","162","147","179","336",
"전라북도","여자","55~59","2016 년","9350","8992","4030","4464","191","148","159","358",
"전라북도","여자","55~59","2017 년","9825","9426","4194","4697","207","165","163","399",
"전라북도","여자","55~59","2018 년","9809","9410","4034","4858","214","157","147","399",
"전라북도","여자","55~59","2019 년","9532","9159","3662","4965","205","170","157","373",
"전라북도","여자","55~59","2020 년","9512","9137","3549","5068","216","167","137","375",
"전라북도","여자","55~59","2021 년","9693","9320","3497","5249","249","178","147","373",
"전라북도","여자","60~64","2015 년","8554","8319","4204","3691","183","127","114","235",
"전라북도","여자","60~64","2016 년","9313","9014","4400","4153","186","144","131","299",
"전라북도","여자","60~64","2017 년","9945","9617","4566","4557","202","145","147","328",
"전라북도","여자","60~64","2018 년","10795","10407","4767","5109","212","165","154","388",
"전라북도","여자","60~64","2019 년","11214","10811","4658","5570","246","158","179","403",
"전라북도","여자","60~64","2020 년","11962","11532","4792","6143","259","161","177","430",
"전라북도","여자","60~64","2021 년","13240","12778","5221","6894","288","194","181","462",
"전라북도","여자","65~69","2015 년","10141","9940","5726","3708","213","138","155","201",
"전라북도","여자","65~69","2016 년","10515","10293","5766","3999","241","138","149","222",
